Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
2424	COMPUTER PHYSICS COMMUNICATIONS	20,122	3.309	0.03185
2425	BRITISH JOURNAL OF PSYCHOLOGY	4,577	3.308	0.00355
2426	Energy for Sustainable Development	2,798	3.307	0.00333
2426	LGBT Health	764	3.307	0.00372
2426	LGBT Health	764	3.307	0.00372
2429	ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA	2,995	3.306	0.00345
2430	Maternal and Child Nutrition	2,829	3.305	0.00639
2431	Metabolites	1,334	3.303	0.00321
2432	JOURNAL OF RURAL STUDIES	5,550	3.301	0.007
2433	COGNITION AND INSTRUCTION	2,002	3.3	0.00121
2433	JOURNAL OF THE GEOLOGICAL SOCIETY	9,071	3.3	0.00552
2435	PROCEEDINGS OF THE COMBUSTION INSTITUTE	12,413	3.299	0.01883
2436	ACTA ONCOLOGICA	7,632	3.298	0.01494
2436	Arabian Journal of Chemistry	6,620	3.298	0.0101
2436	COMPUTERIZED MEDICAL IMAGING AND GRAPHICS	2,464	3.298	0.00299
2436	Current Opinion in Endocrinology Diabetes and Obesity	2,297	3.298	0.00492
2436	FISH & SHELLFISH IMMUNOLOGY	16,578	3.298	0.01663
2436	Journal of Diabetes	1,686	3.298	0.00404
2442	Wiley Interdisciplinary Reviews-Energy and Environment	794	3.297	0.00193
2443	Cell Adhesion & Migration	2,229	3.296	0.0045
2443	ENDOCRINE	6,513	3.296	0.01293
2443	Journal of the European Economic Association	4,181	3.296	0.0188
2446	HISTOPATHOLOGY	9,584	3.294	0.01188
2446	IEEE Intelligent Transportation Systems Magazine	839	3.294	0.00166
2448	CELLULAR IMMUNOLOGY	4,932	3.291	0.00583
2448	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	11,470	3.291	0.01564
2450	ANTIPODE	4,648	3.289	0.00676
2451	Journal of Grid Computing	778	3.288	0.00091
2452	BMC MICROBIOLOGY	10,581	3.287	0.017
2453	ANALYTICAL AND BIOANALYTICAL CHEMISTRY	30,057	3.286	0.03591
2453	INFORMATION SYSTEMS JOURNAL	1,712	3.286	0.00172
2453	Therapeutic Advances in Respiratory Disease	762	3.286	0.00153
2456	ECONOMIC GEOLOGY	13,562	3.285	0.00688
2457	JOURNAL OF THE ATMOSPHERIC SCIENCES	27,582	3.282	0.02409
2458	JOURNAL OF DENTISTRY	8,950	3.28	0.01181
2459	JOINT BONE SPINE	3,601	3.278	0.00548
2459	JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY	24,232	3.278	0.01693
2461	JOURNAL OF DRUG TARGETING	3,484	3.277	0.00302
2462	ANNALEN DER PHYSIK	6,392	3.276	0.0071
2463	Academy of Management Learning & Education	2,868	3.274	0.00198
2463	CHEMICAL RESEARCH IN TOXICOLOGY	11,884	3.274	0.0114
2463	International Journal of Chronic Obstructive Pulmonary Disease	5,447	3.274	0.01227
2466	IEEE Consumer Electronics Magazine	636	3.273	0.00096
2466	JOURNAL OF RESEARCH IN CRIME AND DELINQUENCY	2,983	3.273	0.00328
2468	URBAN STUDIES	11,903	3.272	0.01344
2469	JOURNAL OF MANAGEMENT IN ENGINEERING	2,745	3.269	0.00248
2469	VACCINE	40,222	3.269	0.07076
2471	IEEE SIGNAL PROCESSING LETTERS	11,570	3.268	0.02494
2472	HIPPOCAMPUS	8,733	3.267	0.01309
2473	American Journal of Translational Research	5,434	3.266	0.01224
2473	THROMBOSIS RESEARCH	10,982	3.266	0.01815
2475	APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE	3,801	3.265	0.00233
2475	CALCIFIED TISSUE INTERNATIONAL	7,025	3.265	0.00856
2477	PHYTOPATHOLOGY	15,793	3.264	0.01006
2477	PSYCHOLOGY OF WOMEN QUARTERLY	3,770	3.264	0.00346
2479	Diabetes & Metabolism Journal	1,383	3.263	0.00379
2479	JOURNAL OF TEACHER EDUCATION	3,348	3.263	0.00205
2479	NEUROTOXICOLOGY	7,180	3.263	0.0071
2482	EPJ Data Science	520	3.262	0.00163
2482	EPJ Data Science	520	3.262	0.00163
2482	LASERS IN SURGERY AND MEDICINE	5,244	3.262	0.00372
2485	CURRENT OPINION IN ONCOLOGY	2,721	3.261	0.00522
2485	JOURNAL OF GLACIOLOGY	7,075	3.261	0.00997
2485	JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY	14,429	3.261	0.00909
2488	ADVANCES IN THERAPY	3,008	3.26	0.00654
2489	3D Printing and Additive Manufacturing	505	3.259	0.00128
2489	APPLIED ORGANOMETALLIC CHEMISTRY	5,312	3.259	0.0038
2489	CELL CYCLE	16,320	3.259	0.02383
2489	International Journal for Uncertainty Quantification	474	3.259	0.0014
2489	JOURNAL OF YOUTH AND ADOLESCENCE	9,120	3.259	0.01349
2489	PLANT AND SOIL	33,620	3.259	0.02364
2495	ORGANIZATION SCIENCE	19,658	3.257	0.01923
2496	AMERICAN JOURNAL OF NEURORADIOLOGY	23,231	3.256	0.02801
2497	PEST MANAGEMENT SCIENCE	10,767	3.255	0.01368
2498	ENVIRONMENTAL GEOCHEMISTRY AND HEALTH	3,494	3.252	0.00331
2498	MEDICAL ONCOLOGY	6,653	3.252	0.0118
2500	ADVANCED POWDER TECHNOLOGY	5,600	3.25	0.00858
2500	AQUACULTURE ECONOMICS & MANAGEMENT	593	3.25	0.00068
2500	BRQ-Business Research Quarterly	255	3.25	0.00028
2500	IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS	7,784	3.25	0.0121
2500	JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN	4,421	3.25	0.00546
2500	MALACOLOGIA	825	3.25	0.0006
2500	Studies in Science Education	637	3.25	0.00061
2500	Studies in Science Education	637	3.25	0.00061
2508	Acta Geotechnica	1,729	3.247	0.00458
2509	PROGRESS IN OCEANOGRAPHY	8,689	3.245	0.01297
2510	JOURNAL OF ENGINEERING EDUCATION	2,794	3.244	0.00129
2510	JOURNAL OF ENGINEERING EDUCATION	2,794	3.244	0.00129
2510	NEUROSCIENCE	45,939	3.244	0.05082
2510	SEDIMENTARY GEOLOGY	11,275	3.244	0.00848
2510	SEDIMENTOLOGY	8,944	3.244	0.00664
2515	BEHAVIOR THERAPY	5,427	3.243	0.00622
2515	JOURNAL OF VASCULAR SURGERY	26,542	3.243	0.02719
2517	Food & Function	8,392	3.241	0.01674
2517	PANCREATOLOGY	3,458	3.241	0.00703
2519	Journal of Flood Risk Management	1,111	3.24	0.00146
2520	DIABETES RESEARCH AND CLINICAL PRACTICE	12,267	3.239	0.01831
2520	Epidemics	806	3.239	0.00317
2520	JOURNAL OF COMPARATIVE NEUROLOGY	30,418	3.239	0.01732
2523	CLINICAL AND EXPERIMENTAL RHEUMATOLOGY	8,671	3.238	0.01283
2523	Global Heart	881	3.238	0.0038
2525	RESPIRATORY MEDICINE	11,846	3.237	0.01584
2526	ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH	14,848	3.235	0.01856
2526	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS	35,566	3.235	0.04298
2528	JOURNAL OF BACTERIOLOGY	64,045	3.234	0.02853
2529	Clinical and Vaccine Immunology	5,772	3.233	0.01004
2530	CONTROL ENGINEERING PRACTICE	7,815	3.232	0.00834
2531	International Journal of Greenhouse Gas Control	9,479	3.231	0.01555
2532	CONTRIBUTIONS TO MINERALOGY AND PETROLOGY	17,907	3.23	0.01226
2532	EXPERT OPINION ON EMERGING DRUGS	900	3.23	0.00158
2532	Journal of Service Management	1,754	3.23	0.00182
2535	IET Generation Transmission & Distribution	8,044	3.229	0.01536
2536	Acta Crystallographica Section D-Structural Biology	21,054	3.227	0.01848
2537	Journal of Family Business Strategy	795	3.225	0.0012
2537	Journal of Positive Psychology	2,363	3.225	0.0039
2539	Antimicrobial Resistance and Infection Control	1,294	3.224	0.00491
2539	JOURNAL OF INORGANIC BIOCHEMISTRY	11,303	3.224	0.00796
2539	Journal of the Royal Society Interface	12,933	3.224	0.02919
2542	Waves in Random and Complex Media	1,112	3.223	0.00121
2543	JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A	17,201	3.221	0.0157
2544	Expert Opinion On Drug Safety	3,481	3.22	0.00815
2544	Food Bioscience	799	3.22	0.00159
2544	GENERAL HOSPITAL PSYCHIATRY	5,224	3.22	0.00736
2544	GENERAL HOSPITAL PSYCHIATRY	5,224	3.22	0.00736
2544	Integrated Environmental Assessment and Management	2,110	3.22	0.00283
2544	MATERIALS CHARACTERIZATION	11,421	3.22	0.01614
2550	JOURNAL OF ELECTROANALYTICAL CHEMISTRY	26,267	3.218	0.01654
2550	Travel Behaviour and Society	340	3.218	0.00086
2552	Acta Orthopaedica	8,685	3.217	0.0091
2552	HYPERTENSION RESEARCH	4,872	3.217	0.00585
2554	IEEE TRANSACTIONS ON INFORMATION THEORY	40,105	3.215	0.03994
2555	JUSTICE QUARTERLY	3,331	3.214	0.00442
2556	Clinical Implant Dentistry and Related Research	3,945	3.212	0.00842
2556	Human-centric Computing and Information Sciences	483	3.212	0.0006
2558	Current Alzheimer Research	4,026	3.211	0.00593
2559	SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES	22,118	3.209	0.03563
2560	BMJ Supportive & Palliative Care	1,233	3.208	0.00376
2560	Drug Design Development and Therapy	5,465	3.208	0.01375
2562	MICROCHEMICAL JOURNAL	7,452	3.206	0.00898
2563	HEALTH & PLACE	6,327	3.202	0.00988
2563	HEALTH & PLACE	6,327	3.202	0.00988
2563	JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY	9,644	3.202	0.01281
2566	Frontiers in Physiology	14,871	3.201	0.03912
2567	ACS Combinatorial Science	1,773	3.2	0.00396
2567	BIRTH DEFECTS RESEARCH PART C-EMBRYO TODAY-REVIEWS	1,236	3.2	0.00185
2567	BRITISH JOURNAL OF SOCIOLOGY	3,308	3.2	0.00351
2567	REPRODUCTIVE TOXICOLOGY	6,776	3.2	0.00743
2571	INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH	17,976	3.199	0.01585
2572	Applied Nanoscience	2,233	3.198	0.0031
2572	QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY	18,616	3.198	0.02385
2574	JOURNAL OF PHARMACEUTICAL SCIENCES	25,664	3.197	0.0178
2574	Journal of Functional Foods	9,844	3.197	0.01956
2576	Spine Journal	9,595	3.196	0.0198
2577	JOURNAL OF COMPUTATIONAL CHEMISTRY	37,280	3.194	0.01883
2578	EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE	4,096	3.192	0.00459
2578	SURFACE & COATINGS TECHNOLOGY	41,783	3.192	0.03349
2580	COMPARATIVE POLITICAL STUDIES	5,051	3.19	0.01162
2580	Transport Policy	5,475	3.19	0.00594
2582	HYDROLOGICAL PROCESSES	21,636	3.189	0.02154
2583	Biology of Sex Differences	1,007	3.188	0.00264
2583	EUROPEAN JOURNAL OF PAIN	7,263	3.188	0.01107
2583	JMIR Medical Informatics	384	3.188	0.00148
2583	PEDOSPHERE	2,896	3.188	0.00322
2587	NUCLEAR PHYSICS B	36,889	3.185	0.02179
2587	RESOURCES POLICY	3,202	3.185	0.00403
2589	IAWA JOURNAL	1,463	3.182	0.0011
2589	Journal of Cancer	3,923	3.182	0.00936
2589	Sustainable Energy Grids & Networks	413	3.182	0.00084
2592	Crop Journal	804	3.179	0.00234
2592	HEREDITY	9,521	3.179	0.01062
2592	Journal of Neurogastroenterology and Motility	1,407	3.179	0.00295
2595	Clinical Epidemiology	2,684	3.178	0.0108
2596	INTERNATIONAL JOURNAL OF REFRIGERATION-REVUE INTERNATIONALE DU FROID	11,336	3.177	0.0112
2596	MEDICAL PHYSICS	26,715	3.177	0.03087
2598	AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY	18,419	3.176	0.0158
2598	Clinical Colorectal Cancer	1,508	3.176	0.0034
2598	ENVIRONMENT	1,148	3.176	0.00086
2598	ENVIRONMENT	1,148	3.176	0.00086
2598	PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES	8,676	3.176	0.01043
2603	POLITICAL PSYCHOLOGY	4,183	3.175	0.0088
2603	Wiley Interdisciplinary Reviews-Cognitive Science	1,230	3.175	0.00338
2605	INTERNATIONAL JOURNAL OF IMPACT ENGINEERING	9,115	3.173	0.00894
2605	Journal of Water Process Engineering	1,943	3.173	0.00343
2605	Plasma Processes and Polymers	4,402	3.173	0.00454
2608	Behavioral Sleep Medicine	1,285	3.171	0.00235
2608	COMPUTERS AND ELECTRONICS IN AGRICULTURE	9,079	3.171	0.00991
2608	Journal of Business Logistics	2,888	3.171	0.00187
2611	AMERICAN EDUCATIONAL RESEARCH JOURNAL	5,966	3.17	0.00601
2611	EUROPEAN JOURNAL OF PHARMACOLOGY	31,232	3.17	0.02857
2611	Plant Methods	2,605	3.17	0.00478
2614	Gut Pathogens	1,222	3.169	0.0029
2615	Adicciones	572	3.167	0.00068
2615	Adicciones	572	3.167	0.00068
2615	MICHIGAN LAW REVIEW	2,048	3.167	0.00159
2615	Metabolomics	4,496	3.167	0.00927
2619	Journal of Geriatric Oncology	1,068	3.164	0.0042
2619	Polymers	7,759	3.164	0.01193
2621	Energy Technology	2,588	3.163	0.00622
2621	JOURNAL OF BIOTECHNOLOGY	15,934	3.163	0.01761
2621	PATHOLOGY	2,864	3.163	0.00479
2624	Public Management Review	2,976	3.162	0.00425
2625	AMERICAN JOURNAL OF ROENTGENOLOGY	33,633	3.161	0.02854
2625	Frontiers in Psychiatry	4,605	3.161	0.01391
2625	Frontiers in Psychiatry	4,605	3.161	0.01391
2625	JOURNAL OF APPLIED CRYSTALLOGRAPHY	27,067	3.161	0.01681
2629	Applied and Computational Mathematics	348	3.16	0.00096
2629	GENOMICS	8,698	3.16	0.00553
2629	INFECTION AND IMMUNITY	46,129	3.16	0.02905
2629	SCIENCE TECHNOLOGY & HUMAN VALUES	2,308	3.16	0.00272
2633	COMPUTATIONAL MECHANICS	6,151	3.159	0.0103
2633	Nanoscale Research Letters	16,143	3.159	0.02339
2635	ARCHIVES OF DISEASE IN CHILDHOOD	16,646	3.158	0.01463
2635	International Journal of Surgery	7,645	3.158	0.01586
2637	GENES BRAIN AND BEHAVIOR	3,670	3.157	0.0053
2637	Industry and Innovation	1,427	3.157	0.00158
2639	Journal of Environment & Development	698	3.156	0.0008
2640	JOURNAL OF HUMAN EVOLUTION	9,268	3.155	0.01053
2640	JOURNAL OF HUMAN EVOLUTION	9,268	3.155	0.01053
2642	EUROPEAN EATING DISORDERS REVIEW	2,479	3.154	0.00393
2643	ACTA OPHTHALMOLOGICA	8,182	3.153	0.01189
2643	CANCER IMAGING	1,406	3.153	0.00222
2643	Current Topics in Microbiology and Immunology	5,704	3.153	0.01074
2643	IEEE Transactions on Signal and Information Processing over Networks	518	3.153	0.00199
2647	SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY	8,313	3.152	0.01362
2647	SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY	8,313	3.152	0.01362
2649	INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT	7,678	3.15	0.00603
2649	JOURNAL OF ANALYTICAL TOXICOLOGY	4,025	3.15	0.00416
2651	BOUNDARY-LAYER METEOROLOGY	7,985	3.149	0.00618
2651	KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY	14,500	3.149	0.02748
2651	Regional Environmental Change	4,341	3.149	0.01012
2651	Regional Environmental Change	4,341	3.149	0.01012
2655	ACCOUNTING ORGANIZATIONS AND SOCIETY	7,771	3.147	0.00304
2655	Cancer Genomics & Proteomics	894	3.147	0.00144
2655	STEM CELLS AND DEVELOPMENT	7,899	3.147	0.01351
2658	MONTHLY WEATHER REVIEW	27,398	3.146	0.02449
2658	SOCIOLOGY OF EDUCATION	2,885	3.146	0.00311
2660	INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY	15,837	3.144	0.01709
2661	International Journal of Mechanics and Materials in Design	800	3.143	0.00122
2661	Journal of Astronomical Telescopes Instruments and Systems	690	3.143	0.00162
2663	BIODIVERSITY AND CONSERVATION	10,975	3.142	0.01138
2664	INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY	9,327	3.141	0.01013
2664	INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY	9,327	3.141	0.01013
2664	Qualitative Research	3,531	3.141	0.00269
2667	JOURNAL OF APPLIED PHYSIOLOGY	43,977	3.14	0.02318
2668	COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS	9,332	3.138	0.0156
2668	Translational Oncology	2,119	3.138	0.00485
2670	JOURNAL OF FLUID MECHANICS	62,018	3.137	0.05116
2671	JOURNAL OF RESEARCH IN SCIENCE TEACHING	6,499	3.135	0.00442
2672	Briefings in Functional Genomics	1,641	3.133	0.00327
2673	PHYSICAL REVIEW C	47,936	3.132	0.04998
2674	ANNALS OF GLACIOLOGY	3,875	3.131	0.0048
2674	COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS	31,868	3.131	0.02769
2674	IEEE TRANSACTIONS ON COMPUTERS	9,931	3.131	0.01487
2677	Bioinspiration & Biomimetics	2,648	3.13	0.00574
2678	JOURNAL OF NEURO-ONCOLOGY	11,487	3.129	0.01682
2679	AGRICULTURE AND HUMAN VALUES	2,717	3.128	0.00354
2679	AGRICULTURE AND HUMAN VALUES	2,717	3.128	0.00354
2679	JOURNAL OF STRUCTURAL GEOLOGY	10,967	3.128	0.00785
2682	EDUCATIONAL EVALUATION AND POLICY ANALYSIS	2,167	3.127	0.00472
2682	EMOTION	8,645	3.127	0.0123
2682	MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES	3,366	3.127	0.01035
2685	FOREST ECOLOGY AND MANAGEMENT	33,961	3.126	0.03155
2686	JOURNAL OF INFORMATION TECHNOLOGY	1,368	3.125	0.00162
2686	JOURNAL OF INFORMATION TECHNOLOGY	1,368	3.125	0.00162
2686	REPRODUCTION	9,198	3.125	0.01083
2686	WIND ENERGY	4,306	3.125	0.00472
2690	Body Image	3,304	3.124	0.00487
2691	AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS	4,087	3.123	0.00628
2691	Infectious Diseases of Poverty	1,284	3.123	0.0051
2691	JOURNAL OF SOUND AND VIBRATION	36,167	3.123	0.02752
2694	EUROPEAN UROLOGY SUPPLEMENTS	666	3.121	0.00095
2695	JOURNAL OF SMALL BUSINESS MANAGEMENT	4,039	3.12	0.00263
2695	JOURNAL OF THE ELECTROCHEMICAL SOCIETY	71,747	3.12	0.05438
2695	ORGANIC GEOCHEMISTRY	13,294	3.12	0.0083
2698	DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY	8,452	3.119	0.01009
2699	VETERINARY RESEARCH	5,050	3.117	0.00709
2700	ARCHIVES OF SEXUAL BEHAVIOR	7,322	3.116	0.01188
2701	EUROPEAN JOURNAL OF CLINICAL NUTRITION	14,122	3.114	0.01411
2701	JOURNAL OF SURGICAL ONCOLOGY	10,395	3.114	0.01692
2701	MYCORRHIZA	3,738	3.114	0.00352
2704	Frontiers in Medicine	1,598	3.113	0.00506
2705	Anthropocene Review	493	3.111	0.00206
2705	Anthropocene Review	493	3.111	0.00206
2705	Drug Delivery and Translational Research	1,298	3.111	0.00243
2705	Immune Network	886	3.111	0.00218
2705	NPJ Microgravity	203	3.111	0.00067
2705	TRANSFUSION	13,219	3.111	0.02231
2711	Journal of Building Performance Simulation	978	3.11	0.00155
2712	Strategic Organization	1,359	3.109	0.00224
2713	DIABETIC MEDICINE	13,312	3.107	0.01672
2713	Journal of Numerical Mathematics	469	3.107	0.00089
2715	Andrology	2,037	3.106	0.00702
2715	PLATELETS	2,710	3.106	0.00502
2715	PROTEOMICS	14,097	3.106	0.01909
2718	Therapeutic Advances in Hematology	554	3.105	0.00181
2719	BRAIN TOPOGRAPHY	2,629	3.104	0.00492
2719	GROUP & ORGANIZATION MANAGEMENT	2,557	3.104	0.00194
2721	BRAIN RESEARCH BULLETIN	9,445	3.103	0.00657
2721	Journal of the Association for Information Systems	1,986	3.103	0.00209
2721	Journal of the Association for Information Systems	1,986	3.103	0.00209
2724	SOCIOLOGICAL METHODS & RESEARCH	4,865	3.102	0.00505
2725	Frontiers in Neural Circuits	3,107	3.101	0.01419
2725	INTEGRATIVE AND COMPARATIVE BIOLOGY	5,417	3.101	0.00801
2725	SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY	7,905	3.101	0.00627
2728	EXPERT REVIEW OF MOLECULAR DIAGNOSTICS	2,654	3.099	0.00583
2728	FOREST POLICY AND ECONOMICS	4,387	3.099	0.00498
2728	FOREST POLICY AND ECONOMICS	4,387	3.099	0.00498
2731	JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY	6,773	3.098	0.00738
2731	Nutrition & Diabetes	1,080	3.098	0.00331
2733	OCEAN MODELLING	4,140	3.095	0.00917
2733	SPE JOURNAL	7,471	3.095	0.00645
2735	EUROPEAN JOURNAL OF DERMATOLOGY	2,816	3.094	0.0036
2735	GENETICS SELECTION EVOLUTION	2,813	3.094	0.00479
2735	Influenza and Other Respiratory Viruses	2,044	3.094	0.00633
2735	JOURNAL OF THE AMERICAN CERAMIC SOCIETY	44,781	3.094	0.02553
2739	Journal of Optical Communications and Networking	2,662	3.093	0.00464
2739	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES	19,227	3.093	0.0282
2739	PHYSICS TODAY	4,552	3.093	0.00366
2742	APPLIED MATHEMATICS AND COMPUTATION	28,774	3.092	0.04344
2742	Interface Focus	1,942	3.092	0.00485
2744	AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY	5,061	3.091	0.00694
2744	Ain Shams Engineering Journal	1,906	3.091	0.00251
2746	Expert Review of Anti-Infective Therapy	3,693	3.09	0.00795
2746	PHYSICS-USPEKHI	6,860	3.09	0.00433
2748	Biomolecules & Therapeutics	1,528	3.089	0.00315
2748	Journal of Purchasing and Supply Management	1,785	3.089	0.0014
2750	ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL	657	3.088	0.00126
2750	JOURNAL OF CLINICAL APHERESIS	1,249	3.088	0.00194
2750	JOURNAL OF HUMAN NUTRITION AND DIETETICS	2,942	3.088	0.00469
2753	COMMUNICATION RESEARCH	4,400	3.087	0.00441
2753	PALEOCEANOGRAPHY	7,947	3.087	0.00977
2753	SOCIAL SCIENCE & MEDICINE	44,305	3.087	0.05086
2753	SOCIAL SCIENCE & MEDICINE	44,305	3.087	0.05086
2757	Frontiers in Marine Science	3,134	3.086	0.01161
2758	International Journal of Fuzzy Systems	1,809	3.085	0.00197
2758	NEW POLITICAL ECONOMY	1,344	3.085	0.00286
2760	ENGINEERING STRUCTURES	24,459	3.084	0.03488
2760	JOURNAL OF PERSONALITY	8,468	3.084	0.00674
2762	SHOCK	7,638	3.083	0.01207
2763	JOURNAL OF DAIRY SCIENCE	48,844	3.082	0.03174
2764	EXPERIMENTAL GERONTOLOGY	9,399	3.08	0.0128
2765	Journal of Global Health	1,027	3.079	0.00458
2765	Journal of Global Health	1,027	3.079	0.00458
2767	CYTOKINE	9,645	3.078	0.01421
2767	JOURNAL OF EPIDEMIOLOGY	2,988	3.078	0.00565
2767	LIQUID CRYSTALS	5,589	3.078	0.00438
2770	CHEMPHYSCHEM	15,540	3.077	0.02302
2771	IEEE SENSORS JOURNAL	18,838	3.076	0.02933
2771	JOURNAL OF SCHOOL PSYCHOLOGY	3,529	3.076	0.00383
2773	Quantitative Imaging in Medicine and Surgery	1,072	3.074	0.00242
2773	REACTIVE & FUNCTIONAL POLYMERS	6,235	3.074	0.00536
2773	REGIONAL STUDIES	7,727	3.074	0.00872
2776	CHEMICAL ENGINEERING RESEARCH & DESIGN	12,341	3.073	0.01383
2777	PRESLIA	1,099	3.071	0.00104
2778	JOURNAL OF FLUIDS AND STRUCTURES	7,994	3.07	0.01019
2779	NEW JOURNAL OF CHEMISTRY	24,939	3.069	0.03472
2780	APPLIED GEOGRAPHY	7,023	3.068	0.01054
2781	IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT	13,459	3.067	0.01409
2781	TOXICOLOGY IN VITRO	9,139	3.067	0.00966
2783	EUROPEAN JOURNAL OF POLITICAL RESEARCH	3,744	3.066	0.00609
2784	JOURNAL OF APPLIED TOXICOLOGY	5,144	3.065	0.00644
2784	MYCOSES	3,919	3.065	0.00538
2786	CHAOS SOLITONS & FRACTALS	10,506	3.064	0.00973
2786	JOURNAL OF INTERPERSONAL VIOLENCE	7,171	3.064	0.00931
2786	MOLECULAR IMMUNOLOGY	10,780	3.064	0.01469
2789	JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION	2,484	3.063	0.00096
2789	Journal of Orthopaedic Translation	375	3.063	0.00098
2791	COMPUTERS & SECURITY	3,684	3.062	0.00418
2792	ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY	6,672	3.061	0.009
2792	INFLAMMATION RESEARCH	4,106	3.061	0.00472
2794	MOLECULES	39,342	3.06	0.06205
2794	PLANTA	18,484	3.06	0.01158
2796	JOURNAL OF SEX RESEARCH	4,520	3.059	0.00641
2797	ACCIDENT ANALYSIS AND PREVENTION	17,335	3.058	0.01928
2797	GENDER & SOCIETY	5,212	3.058	0.00362
2797	JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY	7,369	3.058	0.00716
2797	Molecular Diagnosis & Therapy	984	3.058	0.00238
2797	POLITICAL GEOGRAPHY	3,591	3.058	0.00464
2802	BOTANICAL JOURNAL OF THE LINNEAN SOCIETY	4,980	3.057	0.00628
2802	PHOTOSYNTHESIS RESEARCH	6,800	3.057	0.00698
2804	JAMA Facial Plastic Surgery	936	3.056	0.00299
2805	EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY	16,896	3.055	0.01332
2805	Food and Environmental Virology	809	3.055	0.00194
2805	Ticks and Tick-Borne Diseases	2,693	3.055	0.00673
2808	Nature and Science of Sleep	520	3.054	0.00129
2809	AMERICAN ETHNOLOGIST	3,207	3.053	0.00445
2810	ANNALS OF NUTRITION AND METABOLISM	3,641	3.051	0.00601
2810	IET Electric Power Applications	2,488	3.051	0.00429
2810	IUBMB LIFE	5,495	3.051	0.00584
2813	ANNALS OF MEDICINE	4,437	3.049	0.00544
2813	COMPUTER-AIDED DESIGN	6,152	3.049	0.00707
2813	GPS SOLUTIONS	2,871	3.049	0.00394
2813	RSC Advances	150,252	3.049	0.32064
2817	ANIMAL CONSERVATION	3,282	3.048	0.00396
2818	CLINICAL ONCOLOGY	3,490	3.047	0.00624
2818	HPB	4,334	3.047	0.00978
2820	OncoTargets and Therapy	7,177	3.046	0.01862
2821	ACTA MATHEMATICA	4,401	3.045	0.00471
2821	BMC EVOLUTIONARY BIOLOGY	12,929	3.045	0.02386
2821	PHARMACOTHERAPY	6,105	3.045	0.00927
2824	JOURNAL OF ORTHOPAEDIC RESEARCH	14,813	3.043	0.01651
2824	PHYSICAL THERAPY	12,062	3.043	0.00889
2824	URBAN FORESTRY & URBAN GREENING	4,257	3.043	0.00551
2824	URBAN FORESTRY & URBAN GREENING	4,257	3.043	0.00551
2828	Results in Physics	3,539	3.042	0.00465
